,instance,benchmark_name,class,width,ubound,abs_improvement,rel_improvement,solved,time,solver,solver_config,index,run,solver_version,wall,machine,stderr,error,solver_args,full_path,error_str
1774,or_chain_88.fg.edge,networks,atmost2000,31.0,37.0,6,0.1935,1.0,3337.78,tw-limprovement,jdrasil-b125-n1,1774,1,1.0,3336.9255,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/or_chain_88.fg.edge/run1,
29243,or_chain_89.fg.edge,networks,atmost2000,40.0,47.0,7,0.175,1.0,52.0138,tw-limprovement,tcs-b75-n1,29243,1,1.0,51.4596,cobra,,0,-w 1800 -b 75 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b75-n1/atmost2000/or_chain_89.fg.edge/run1,
13693,or_chain_9.fg.edge,networks,atmost2000,52.0,64.0,12,0.2308,1.0,1762.39,tw-limprovement,tcs-b125-n1,13693,1,1.0,1761.6242,cobra,,0,-w 1800 -b 125 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b125-n1/atmost2000/or_chain_9.fg.edge/run1,
5614,or_chain_95.fg.edge,networks,atmost2000,89.0,101.0,12,0.1348,1.0,518.472,tw-limprovement,jdrasil-b150-n1,5614,1,1.0,517.6807,cobra,,0,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b150-n1/atmost2000/or_chain_95.fg.edge/run1,
9524,or_chain_97.fg.edge,networks,atmost2000,45.0,56.0,11,0.2444,1.0,868.314,tw-limprovement,tcs-b100-n1,9524,1,1.0,867.7032,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/or_chain_97.fg.edge/run1,
9566,or_chain_98.fg.edge,networks,atmost2000,47.0,53.0,6,0.1277,1.0,97.9939,tw-limprovement,tcs-b100-n1,9566,1,1.0,97.255,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/or_chain_98.fg.edge/run1,
1815,or_chain_99.fg.edge,networks,atmost2000,122.0,122.0,0,0.0,1.0,47.4387,tw-limprovement,jdrasil-b125-n1,1815,1,1.0,46.5705,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/or_chain_99.fg.edge/run1,
1767,pedigree13.edge,networks,atmost2000,,,0,0.0,,129.61,tw-limprovement,jdrasil-b125-n1,1767,0,1.0,0.0,cobra,,32,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/pedigree13.edge/run1,
1874,pedigree18.edge,networks,atmost2000,19.0,19.0,0,0.0,1.0,23.961,tw-limprovement,jdrasil-b125-n1,1874,1,1.0,22.7241,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/pedigree18.edge/run1,
1794,pedigree25.edge,networks,atmost2000,,,0,0.0,,22.3888,tw-limprovement,jdrasil-b125-n1,1794,0,1.0,0.0,cobra,,32,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/pedigree25.edge/run1,
1687,pedigree30.edge,networks,atmost2000,19.0,21.0,2,0.1053,1.0,38.8446,tw-limprovement,jdrasil-b125-n1,1687,1,1.0,37.9217,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/pedigree30.edge/run1,
9657,pedigree31.edge,networks,atmost2000,29.0,31.0,2,0.069,1.0,23.8771,tw-limprovement,tcs-b100-n1,9657,1,1.0,23.1043,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/pedigree31.edge/run1,
1803,pedigree34.edge,networks,atmost2000,,,0,0.0,,56.9933,tw-limprovement,jdrasil-b125-n1,1803,0,1.0,0.0,cobra,,32,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/pedigree34.edge/run1,
1818,pedigree37.edge,networks,atmost2000,20.0,21.0,1,0.05,1.0,23.8524,tw-limprovement,jdrasil-b125-n1,1818,1,1.0,22.9704,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/pedigree37.edge/run1,
9522,pedigree39.edge,networks,atmost2000,19.0,21.0,2,0.1053,1.0,251.73,tw-limprovement,tcs-b100-n1,9522,1,1.0,250.9767,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/pedigree39.edge/run1,
9700,pedigree40.edge,networks,atmost2000,25.0,30.0,5,0.2,1.0,328.31,tw-limprovement,tcs-b100-n1,9700,1,1.0,327.3395,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/pedigree40.edge/run1,
6922,pedigree41.edge,networks,atmost2000,30.0,33.0,3,0.1,1.0,35.8593,tw-limprovement,jdrasil-b50-n1,6922,1,1.0,35.2272,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b50-n1/atmost2000/pedigree41.edge/run1,
1727,pedigree51.edge,networks,atmost2000,34.0,39.0,5,0.1471,1.0,77.9889,tw-limprovement,jdrasil-b125-n1,1727,1,1.0,77.0426,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/pedigree51.edge/run1,
1870,pedigree7.edge,networks,atmost2000,,,0,0.0,,101.888,tw-limprovement,jdrasil-b125-n1,1870,0,1.0,0.0,cobra,,32,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/pedigree7.edge/run1,
1856,pedigree9.edge,networks,atmost2000,,,0,0.0,,110.64,tw-limprovement,jdrasil-b125-n1,1856,0,1.0,0.0,cobra,,32,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/pedigree9.edge/run1,
1676,prob002.pddl.cnf.edge,networks,atmost2000,,,0,0.0,,16.1782,tw-limprovement,jdrasil-b125-n1,1676,0,1.0,0.0,cobra,,108,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/prob002.pddl.cnf.edge/run1,
1813,prob003.pddl.cnf.edge,networks,atmost2000,,,0,0.0,,16.273,tw-limprovement,jdrasil-b125-n1,1813,0,1.0,0.0,cobra,,108,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/prob003.pddl.cnf.edge/run1,
1712,ra.cnf.edge,networks,atmost2000,33.0,33.0,0,0.0,1.0,48.3764,tw-limprovement,jdrasil-b125-n1,1712,1,1.0,47.4397,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/ra.cnf.edge/run1,
1672,rb.cnf.edge,networks,atmost2000,,,0,0.0,,15.7908,tw-limprovement,jdrasil-b125-n1,1672,0,1.0,0.0,cobra,,108,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/rb.cnf.edge/run1,
1903,relational_3.edge,networks,atmost2000,7.0,7.0,0,0.0,1.0,10.486,tw-limprovement,jdrasil-b125-n1,1903,1,1.0,9.5611,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/relational_3.edge/run1,
9516,1d2n.edge,networks,atmost500,48.0,51.0,3,0.0625,1.0,16.273,tw-limprovement,tcs-b100-n1,9516,1,1.0,15.5524,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost500/1d2n.edge/run1,
1646,1e2x.edge,networks,atmost500,,,0,0.0,,154.562,tw-limprovement,jdrasil-b125-n1,1646,0,1.0,0.0,cobra,,32,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/1e2x.edge/run1,
1460,1eg3.edge,networks,atmost500,54.0,60.0,6,0.1111,1.0,128.407,tw-limprovement,jdrasil-b125-n1,1460,1,1.0,127.7023,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/1eg3.edge/run1,
30130,1exm.edge,networks,atmost500,85.0,86.0,1,0.0118,1.0,66.2717,tw-limprovement,tcs-b150-n1,30130,1,1.0,65.5355,cobra,,0,-w 1800 -b 150 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b150-n1/atmost500/1exm.edge/run1,
1568,1p1m.edge,networks,atmost500,95.0,97.0,2,0.0211,1.0,48.7367,tw-limprovement,jdrasil-b125-n1,1568,1,1.0,47.9534,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/1p1m.edge/run1,
9375,1qb7.edge,networks,atmost500,46.0,54.0,8,0.1739,1.0,69.1703,tw-limprovement,tcs-b100-n1,9375,1,1.0,68.6434,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost500/1qb7.edge/run1,
5346,1qpk.edge,networks,atmost500,86.0,90.0,4,0.0465,1.0,125.098,tw-limprovement,jdrasil-b150-n1,5346,1,1.0,124.2198,cobra,,0,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b150-n1/atmost500/1qpk.edge/run1,
9315,1tl2.edge,networks,atmost500,53.0,65.0,12,0.2264,1.0,32.8556,tw-limprovement,tcs-b100-n1,9315,1,1.0,32.3133,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost500/1tl2.edge/run1,
1596,1ug6.edge,networks,atmost500,125.0,125.0,0,0.0,1.0,40.3392,tw-limprovement,jdrasil-b125-n1,1596,1,1.0,39.6052,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/1ug6.edge/run1,
1481,2bitmax_6.cnf.edge,networks,atmost500,,,0,0.0,,413.102,tw-limprovement,jdrasil-b125-n1,1481,0,1.0,0.0,cobra,,32,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/2bitmax_6.cnf.edge/run1,
1566,3000.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,7.8768,tw-limprovement,jdrasil-b125-n1,1566,1,1.0,7.0156,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3000.edge/run1,
1560,3001.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,7.7076,tw-limprovement,jdrasil-b125-n1,1560,1,1.0,6.7596,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3001.edge/run1,
1487,3002.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,7.7033,tw-limprovement,jdrasil-b125-n1,1487,1,1.0,6.4839,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3002.edge/run1,
1444,3003.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,7.9715,tw-limprovement,jdrasil-b125-n1,1444,1,1.0,7.1815,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3003.edge/run1,
1576,3004.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,5.8512,tw-limprovement,jdrasil-b125-n1,1576,1,1.0,4.8756,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3004.edge/run1,
1651,3005.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,7.2151,tw-limprovement,jdrasil-b125-n1,1651,1,1.0,6.4506,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3005.edge/run1,
1472,3006.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,8.0908,tw-limprovement,jdrasil-b125-n1,1472,1,1.0,7.32,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3006.edge/run1,
1463,3007.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,6.7038,tw-limprovement,jdrasil-b125-n1,1463,1,1.0,5.8734,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3007.edge/run1,
1587,3008.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,5.1073,tw-limprovement,jdrasil-b125-n1,1587,1,1.0,4.1698,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3008.edge/run1,
1455,3009.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,6.7281,tw-limprovement,jdrasil-b125-n1,1455,1,1.0,6.0017,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3009.edge/run1,
1638,3010.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,6.6433,tw-limprovement,jdrasil-b125-n1,1638,1,1.0,5.6384,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3010.edge/run1,
1605,3011.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,8.1935,tw-limprovement,jdrasil-b125-n1,1605,1,1.0,7.6448,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3011.edge/run1,
1501,3012.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,6.2402,tw-limprovement,jdrasil-b125-n1,1501,1,1.0,5.6424,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3012.edge/run1,
1589,3013.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,6.8568,tw-limprovement,jdrasil-b125-n1,1589,1,1.0,6.0588,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3013.edge/run1,
1627,3014.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,7.5022,tw-limprovement,jdrasil-b125-n1,1627,1,1.0,6.6306,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3014.edge/run1,
1618,3015.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,6.5104,tw-limprovement,jdrasil-b125-n1,1618,1,1.0,5.6575,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3015.edge/run1,
1600,3016.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,7.7007,tw-limprovement,jdrasil-b125-n1,1600,1,1.0,6.8756,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3016.edge/run1,
1610,3017.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,7.7279,tw-limprovement,jdrasil-b125-n1,1610,1,1.0,6.9221,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3017.edge/run1,
1485,3018.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,7.0805,tw-limprovement,jdrasil-b125-n1,1485,1,1.0,6.1998,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3018.edge/run1,
1493,3019.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,6.7532,tw-limprovement,jdrasil-b125-n1,1493,1,1.0,5.9142,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3019.edge/run1,
1538,3020.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,6.0124,tw-limprovement,jdrasil-b125-n1,1538,1,1.0,5.2869,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3020.edge/run1,
1449,3021.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,7.8592,tw-limprovement,jdrasil-b125-n1,1449,1,1.0,7.0006,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3021.edge/run1,
1641,3022.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,8.3569,tw-limprovement,jdrasil-b125-n1,1641,1,1.0,7.5901,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3022.edge/run1,
1523,3023.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,7.9494,tw-limprovement,jdrasil-b125-n1,1523,1,1.0,7.1028,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3023.edge/run1,
1527,3024.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,7.7578,tw-limprovement,jdrasil-b125-n1,1527,1,1.0,6.6323,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3024.edge/run1,
1558,3025.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,7.5532,tw-limprovement,jdrasil-b125-n1,1558,1,1.0,6.7687,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3025.edge/run1,
1620,3026.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,6.012,tw-limprovement,jdrasil-b125-n1,1620,1,1.0,5.2022,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3026.edge/run1,
1443,3027.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,8.5026,tw-limprovement,jdrasil-b125-n1,1443,1,1.0,7.7132,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3027.edge/run1,
1567,3028.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,6.5503,tw-limprovement,jdrasil-b125-n1,1567,1,1.0,5.4234,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3028.edge/run1,
1462,3029.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,7.2883,tw-limprovement,jdrasil-b125-n1,1462,1,1.0,6.514,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3029.edge/run1,
1450,3030.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,7.1737,tw-limprovement,jdrasil-b125-n1,1450,1,1.0,5.9823,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3030.edge/run1,
1456,3031.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,7.1076,tw-limprovement,jdrasil-b125-n1,1456,1,1.0,6.3176,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3031.edge/run1,
1471,3032.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,6.7481,tw-limprovement,jdrasil-b125-n1,1471,1,1.0,6.0915,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3032.edge/run1,
1461,3033.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,6.6239,tw-limprovement,jdrasil-b125-n1,1461,1,1.0,6.066,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3033.edge/run1,
1569,3034.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,9.6682,tw-limprovement,jdrasil-b125-n1,1569,1,1.0,8.8165,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3034.edge/run1,
1639,3035.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,5.7811,tw-limprovement,jdrasil-b125-n1,1639,1,1.0,5.0498,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3035.edge/run1,
1480,3036.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,6.296,tw-limprovement,jdrasil-b125-n1,1480,1,1.0,5.5295,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3036.edge/run1,
1453,3037.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,7.8247,tw-limprovement,jdrasil-b125-n1,1453,1,1.0,7.0459,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3037.edge/run1,
1553,3038.edge,networks,atmost500,8.0,8.0,0,0.0,1.0,6.5942,tw-limprovement,jdrasil-b125-n1,1553,1,1.0,5.4696,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost500/3038.edge/run1,
