,instance,solver_config,abs_improvement
12152,mastermind_10_08_03-0003.edge,jdrasil-b75t1800-n1,3
12141,mastermind_10_08_03-0004.edge,jdrasil-b75t1800-n1,3
12158,mastermind_10_08_03-0005.edge,jdrasil-b75t1800-n1,4
9998,mastermind_10_08_03-0006.edge,tcs-b100-n1,2
12138,mastermind_10_08_03-0007.edge,jdrasil-b75t1800-n1,1
12098,mastermind_10_08_03-0008.edge,jdrasil-b75t1800-n1,1
12136,mastermind_10_08_03-0009.edge,jdrasil-b75t1800-n1,3
12147,mastermind_10_08_03-0011.edge,jdrasil-b75t1800-n1,4
12154,mastermind_10_08_03-0012.edge,jdrasil-b75t1800-n1,4
2104,mastermind_10_08_03-0014.edge,jdrasil-b125-n1,1
12084,mastermind_10_08_03-0015.edge,jdrasil-b75t1800-n1,4
7161,blockmap_10_01-0000.edge,jdrasil-b50-n1,1
7236,blockmap_10_01-0001.edge,jdrasil-b50-n1,1
9847,blockmap_10_01-0002.edge,tcs-b100-n1,1
9925,blockmap_10_01-0004.edge,tcs-b100-n1,1
7212,blockmap_10_01-0006.edge,jdrasil-b50-n1,1
9942,blockmap_10_01-0009.edge,tcs-b100-n1,1
9826,blockmap_10_01-0012.edge,tcs-b100-n1,1
7264,blockmap_10_01-0013.edge,jdrasil-b50-n1,1
9934,blockmap_10_02-0003.edge,tcs-b100-n1,3
9935,blockmap_10_02-0004.edge,tcs-b100-n1,6
9873,blockmap_10_02-0010.edge,tcs-b100-n1,6
9940,blockmap_10_03-0009.edge,tcs-b100-n1,1
9896,blockmap_10_03-0010.edge,tcs-b100-n1,3
9889,blockmap_10_03-0011.edge,tcs-b100-n1,1
9867,blockmap_10_03-0013.edge,tcs-b100-n1,1
30112,Cell120.gr,tcs-b150-n1,10
6434,RandomHolmeKim_700_2_2.gr,jdrasil-b150-n1,2
6655,RandomTriangulation_800.gr,tcs-b125-n1,3
15042,aes_32_3_keyfind_1.gaifman.gr,jdrasil-b125-n1,10
5254,BiggsSmithGraph.gr,tcs-b50-n1,1
6404,BubbleSortGraph_5.gr,jdrasil-b150-n1,5
26390,DejterGraph.gr,tcs-b100-n1,6
6646,HallJankoGraph.gr,tcs-b125-n1,4
6653,HigmanSimsGraph.gr,tcs-b125-n1,5
5272,LjubljanaGraph.gr,tcs-b50-n1,1
6539,RandomBarabasiAlbert_100_5.gr,tcs-b75-n1,1
5267,RandomNewmanWattsStrogatz_100_5_3.gr,tcs-b50-n1,2
6416,Tutte12Cage.gr,jdrasil-b150-n1,1
6398,dimacs_fpsol2.i.1-pp.gr,jdrasil-b150-n1,11
6421,dimacs_mulsol.i.1.gr,jdrasil-b150-n1,1
6419,dimacs_queen12_12.gr,jdrasil-b150-n1,1
6382,dimacs_queen13_13.gr,jdrasil-b150-n1,1
30066,dimacs_queen14_14.gr,tcs-b150-n1,6
6342,JohnsonGraph_10_4.gr,jdrasil-b150-n1,2
6344,RandomGNM_250_1000.gr,jdrasil-b150-n1,5
6358,dimacs_inithx.i.1.gr,jdrasil-b150-n1,2
6554,dimacs_queen15_15.gr,tcs-b125-n1,7
6332,dimacs_queen16_16.gr,jdrasil-b150-n1,8
6348,dimacs_school1_nsh-pp.gr,jdrasil-b150-n1,3
297,action_20150129_0101.gml.lp.gr,jdrasil-b50-n1,1
235,austin_2015-12.gml.lp.gr,jdrasil-b50-n1,1
4622,bc-transit-archiver_20130419_0317.gml.lp.gr,jdrasil-b150-n1,1
4645,bc-transit-archiver_20130426_0318.gml.lp.gr,jdrasil-b150-n1,1
245,best_20150714_1102.gml.lp.gr,jdrasil-b50-n1,2
1397,bkk_20151219_0150.gml.lp.gr,tcs-b100-n1,3
4658,bkv-zrt_20120422_0314.gml.lp.gr,jdrasil-b150-n1,9
239,brampton-transit_20140905_1826.gml.lp.gr,jdrasil-b50-n1,2
233,broward-county-transit_20150417_1831.gml.lp.gr,jdrasil-b50-n1,3
1411,budapest_gtfs.gml.lp.gr,tcs-b100-n1,2
4655,buffalo_niagara_region_ny_2015-12-17.gml.lp.gr,jdrasil-b150-n1,3
1376,capital-metro_20141218_0131.gml.lp.gr,tcs-b100-n1,1
266,capmetro_20150628_0130.gml.lp.gr,jdrasil-b50-n1,1
7961,champaign-urbana-mass-transit-district_20151217_1253.gml.lp.gr,jdrasil-b100-n1,1
308,comune-di-milano_20151202_1900.gml.lp.gr,jdrasil-b50-n1,2
1093,connectoos.com_20150906_0927.gml.lp.gr,htd-b150-n1,2
1084,dallas-area-rapid-transit_20151216_1427.gml.lp.gr,htd-b150-n1,1
15432,dallas_2015-08-17.gml.lp.gr,jdrasil-b75-n1,5
7977,dallas_2015-09-21.gml.lp.gr,jdrasil-b100-n1,6
1439,dallas_2015-10-19.gml.lp.gr,tcs-b100-n1,3
21423,dart-archiver_20111024_0319.gml.lp.gr,tcs-b125-n1,4
313,delaware-department-of-transportation_20101101_1838.gml.lp.gr,jdrasil-b50-n1,1
1410,ecobici.stats_20141007_2248.gml.lp.gr,tcs-b100-n1,2
265,gbrail.info_20130817_2226.gml.lp.gr,jdrasil-b50-n1,1
231,greater-cleveland-regional-transit-authority_20140529_0333.gml.lp.gr,jdrasil-b50-n1,1
1122,guy@connectoos.com_20150906_0927.gml.lp.gr,htd-b150-n1,2
7941,kansas_city_2016-01.gml.lp.gr,jdrasil-b100-n1,4
4626,kcata_20151219_0125.gml.lp.gr,jdrasil-b150-n1,9
289,kolumbus_norway_2016-01.gml.lp.gr,jdrasil-b50-n1,2
1373,louisville_ky_2015-12-22.gml.lp.gr,tcs-b100-n1,1
311,madison_wi_2016-01.gml.lp.gr,jdrasil-b50-n1,2
250,massachusetts_pvrta_2009-10-22.gml.lp.gr,jdrasil-b50-n1,1
1433,metro-st-louis_20130916_1522.gml.lp.gr,tcs-b100-n1,5
307,metro-transit-city-of-madison_20151217_0832.gml.lp.gr,jdrasil-b50-n1,2
1379,milwaukee-county-transit-system_20151217_1325.gml.lp.gr,tcs-b100-n1,4
1414,miway_20141023_1340.gml.lp.gr,tcs-b100-n1,4
236,montgomery-county-md-ride-on_20151217_1442.gml.lp.gr,jdrasil-b50-n1,2
290,mts_20151216_1447.gml.lp.gr,jdrasil-b50-n1,1
264,new_york_bus_2015-12-24.gml.lp.gr,jdrasil-b50-n1,1
279,new_york_staten_brooklyn_bus_2015-12-23.gml.lp.gr,jdrasil-b50-n1,2
4691,nfta-metro_20151219_0131.gml.lp.gr,jdrasil-b150-n1,3
7953,orange-county-transportation-authority_20151202_1534.gml.lp.gr,jdrasil-b100-n1,5
7937,orange_county_2015-12.gml.lp.gr,jdrasil-b100-n1,5
271,penillas_county_fl_2016-01.gml.lp.gr,jdrasil-b50-n1,1
268,portland-metro-area.gml.lp.gr,jdrasil-b50-n1,1
232,portland_2015-12.gml.lp.gr,jdrasil-b50-n1,1
305,portland_2016-01.gml.lp.gr,jdrasil-b50-n1,1
280,psta_20151216_1523.gml.lp.gr,jdrasil-b50-n1,1
256,pvta_20151217_1050.gml.lp.gr,jdrasil-b50-n1,1
1409,rhode-island-public-transit-authority_20120920_0331.gml.lp.gr,tcs-b100-n1,1
229,ripta_20150825_0113.gml.lp.gr,jdrasil-b50-n1,1
25930,rochester-genesee-regional-transportation-authority_20151219_0120.gml.lp.gr,tcs-b75-n1,5
25979,rochester_ny_2015-12-18.gml.lp.gr,tcs-b75-n1,5
1387,san-francisco-municipal-transportation-agency_20151216_1446.gml.lp.gr,tcs-b100-n1,5
304,san_antonio_tx_2016-01.gml.lp.gr,jdrasil-b50-n1,1
278,san_diego_2016-01.gml.lp.gr,jdrasil-b50-n1,1
243,santa_clara_ca_2016-01.gml.lp.gr,jdrasil-b50-n1,1
4667,st_louis_mo_2015-11-19.gml.lp.gr,jdrasil-b150-n1,3
1380,tbc_20120105_0426.gml.lp.gr,tcs-b100-n1,4
4641,the-metro_20110104_0843.gml.lp.gr,jdrasil-b150-n1,2
314,thebus_20130419_0809.gml.lp.gr,jdrasil-b50-n1,1
1389,thomaskoch_20130417_1934.gml.lp.gr,tcs-b100-n1,4
25985,thomaskoch_20130528_1213.gml.lp.gr,tcs-b75-n1,3
15409,transit-authority-of-river-city_20140813_2016.gml.lp.gr,jdrasil-b75-n1,3
294,trimet-archiver_20151219_0104.gml.lp.gr,jdrasil-b50-n1,1
16750,utah-transit-authority_20151217_1021.gml.lp.gr,tcs-b50-n1,1
1420,via-metropolitan-transit_20150930_1536.gml.lp.gr,tcs-b100-n1,6
1396,vta_20140729_2023.gml.lp.gr,tcs-b100-n1,4
4612,york_county_ca_2016-01.gml.lp.gr,jdrasil-b150-n1,6
173,chapel-hill-transit_20150227_1732.gml.lp.gr,jdrasil-b50-n1,1
213,city-of-albany-linn-benton-loop-archiver_20130218_0424.gml.lp.gr,jdrasil-b50-n1,1
153,citybus_20151001_1343.gml.lp.gr,jdrasil-b50-n1,1
195,cts_20130915_1535.gml.lp.gr,jdrasil-b50-n1,1
221,kingston-transit_20140526_1325.gml.lp.gr,jdrasil-b50-n1,1
1328,massachusetts_wrta_2015-01-24.gml.lp.gr,tcs-b100-n1,1
4468,a1210993_20150717_0403.gml.lp.gr,jdrasil-b150-n1,1
1204,ac-transit_20150218_1708.gml.lp.gr,tcs-b100-n1,1
1205,adelaide_2016-01.gml.lp.gr,tcs-b100-n1,2
96,auckland-regional-transport-authority_20110207_0347.normalized.gml.lp.gr,jdrasil-b50-n1,2
110,cango.transit.update_20150409_1736.normalized.gml.lp.gr,jdrasil-b50-n1,2
4487,cango.transit.update_20151216_1627.gml.lp.gr,jdrasil-b150-n1,2
1242,chicago_2016-01.gml.lp.gr,tcs-b100-n1,1
1229,denver_2016-01.gml.lp.gr,tcs-b100-n1,1
87,empresa-municipal-de-transportes_20151219_0107.gml.lp.gr,jdrasil-b50-n1,2
4502,google_transit.gml.lp.gr,jdrasil-b150-n1,5
4477,huston_2015-12.gml.lp.gr,jdrasil-b150-n1,1
4470,kingcounty-archiver_20151217_1106.gml.lp.gr,jdrasil-b150-n1,7
4464,kingcounty_2015-12-23.gml.lp.gr,jdrasil-b150-n1,7
1238,la-metro_20101211_0848.gml.lp.gr,tcs-b100-n1,6
107,lansing_mi_2016-01.gml.lp.gr,jdrasil-b50-n1,1
21289,los_angeles_2016-01.gml.lp.gr,tcs-b125-n1,6
80,madrid_spain_2016-01.gml.lp.gr,jdrasil-b50-n1,1
1217,massachusetts-archiver_20151219_0121.gml.lp.gr,tcs-b100-n1,6
1211,massachusetts_bay_2015-12.gml.lp.gr,tcs-b100-n1,7
21295,metro-los-angeles_20151216_1820.normalized.gml.lp.gr,tcs-b125-n1,6
1230,metropolitan-transit-authority-of-harris-county_20150228_0202.gml.lp.gr,tcs-b100-n1,9
91,miami-dade-transit_20151219_0136.gml.lp.gr,jdrasil-b50-n1,1
119,miami-dade_2016-01.gml.lp.gr,jdrasil-b50-n1,1
1216,milwaukee_2016-01.gml.lp.gr,tcs-b100-n1,2
25796,mta-maryland-archiver_20111026_0315.gml.lp.gr,tcs-b75-n1,5
1245,mta-maryland-archiver_20150819_0130.gml.lp.gr,tcs-b100-n1,6
25777,oc-transpo_20131119_1910.gml.lp.gr,tcs-b75-n1,2
1219,pace_20151219_0144.gml.lp.gr,tcs-b100-n1,1
1248,pittsburgh_CleverTrip_2015-11-4.gml.lp.gr,tcs-b100-n1,3
1225,pittsburgh_bing_2015-11-23.gml.lp.gr,tcs-b100-n1,3
25800,port-authority-of-allegheny-county_20140619_0109.gml.lp.gr,tcs-b75-n1,3
101,quebec_2016-01.gml.lp.gr,jdrasil-b50-n1,2
928,regional-transportation-district_20151219_0114.gml.lp.gr,htd-b150-n1,1
1231,socit-de-transport-de-montral_20151217_1107.gml.lp.gr,tcs-b100-n1,1
4494,torino_2016-01.gml.lp.gr,jdrasil-b150-n1,3
27045,tptmdz_20150710_1428.gml.lp.gr,jdrasil-b125-n1,7
4463,translink-archiver_20151219_0124.gml.lp.gr,jdrasil-b150-n1,5
85,trasporti-regionali-della-sardegna_20131105_0940.gml.lp.gr,jdrasil-b50-n1,1
4479,vancouver_2016-01.gml.lp.gr,jdrasil-b150-n1,5
1236,victoria_regional_transit_2016-01.gml.lp.gr,tcs-b100-n1,3
114,york-region-transit_20151219_0115.gml.lp.gr,jdrasil-b50-n1,1
71,abq-ride_20151004_0137.gml.lp.gr,jdrasil-b50-n1,1
1172,cdta_20151216_1721.gml.lp.gr,tcs-b100-n1,1
5,cityofmadison-archiver_20130830_1512.gml.lp.gr,jdrasil-b50-n1,1
3,dart-first-state_20151202_1815.gml.lp.gr,jdrasil-b50-n1,1
51,delaware_2016-01.gml.lp.gr,jdrasil-b50-n1,1
25,detroit-department-of-transportation_20151202_1517.gml.lp.gr,jdrasil-b50-n1,1
31,halifax-metro-transit_20151202_1632.gml.lp.gr,jdrasil-b50-n1,1
73,halifax-transit_20150930_1437.gml.lp.gr,jdrasil-b50-n1,1
56,indygo_20120905_1753.gml.lp.gr,jdrasil-b50-n1,1
1202,kingcounty_2016-01.gml.lp.gr,tcs-b100-n1,1
23,long-island-bus_20110825_1140.gml.lp.gr,jdrasil-b50-n1,1
9,metlink-archiver_20110625_0239.gml.lp.gr,jdrasil-b50-n1,1
28,metlink-archiver_20110705_0254.gml.lp.gr,jdrasil-b50-n1,1
66,metro-christchurch_20150918_0928.gml.lp.gr,jdrasil-b50-n1,1
20,metro-transit-system-city-of-madison_20131009_1415.gml.lp.gr,jdrasil-b50-n1,1
11,metropolitan-tulsa-transit-authority_20151202_1954.gml.lp.gr,jdrasil-b50-n1,1
1176,mta-bus-company_20140205_0119.gml.lp.gr,tcs-b100-n1,1
6,mta-new-york-city-transit_20150723_2021.gml.lp.gr,jdrasil-b50-n1,1
41,nassau-inter-county-express_20131030_1518.gml.lp.gr,jdrasil-b50-n1,1
0,new_york_bronx_bus_2015-12-23.gml.lp.gr,jdrasil-b50-n1,1
70,new_york_manhattan_bus_2015-12-23.gml.lp.gr,jdrasil-b50-n1,1
18,new_york_queens_bus_2015-12-23.gml.lp.gr,jdrasil-b50-n1,1
16,north-county-transit-district_20150930_1532.gml.lp.gr,jdrasil-b50-n1,1
14,north_san_diego_county_2016-01.gml.lp.gr,jdrasil-b50-n1,1
74,omnitrans_20151217_1124.gml.lp.gr,jdrasil-b50-n1,1
46,regional-transit-system_20150224_2046.gml.lp.gr,jdrasil-b50-n1,1
7746,regional-transportation-commission-of-southern-nevada_20130315_0353.gml.lp.gr,jdrasil-b100-n1,3
68,riverside-transit-agency_20151216_1636.gml.lp.gr,jdrasil-b50-n1,1
62,sacramento-regional-transit_20151217_1028.gml.lp.gr,jdrasil-b50-n1,1
10,sacramento_2014-06-15.gml.lp.gr,jdrasil-b50-n1,1
67,sacramento_2015-12.gml.lp.gr,jdrasil-b50-n1,1
4406,semitan_20151217_2118.gml.lp.gr,jdrasil-b150-n1,1
1164,servios-municipalizados-de-transportes-urbanos-de-coimbra_20141110_1635.gml.lp.gr,tcs-b100-n1,1
38,smtd_20151216_1406.gml.lp.gr,jdrasil-b50-n1,1
7758,southern_nevada_2016-01.gml.lp.gr,jdrasil-b100-n1,3
47,stib_20150902_2008.gml.lp.gr,jdrasil-b50-n1,1
39,transportes-urbanos-de-braga_20150131_2038.gml.lp.gr,jdrasil-b50-n1,1
27071,auckland-transport_20140910_0129.gml.lp.gr,jdrasil-b125-n1,4
27069,auckland_2016-01.gml.lp.gr,jdrasil-b125-n1,4
1272,huston_merge_2015-12.gml.lp.gr,tcs-b100-n1,9
4533,perth_2016-01.gml.lp.gr,jdrasil-b150-n1,3
4532,santiago.transit_20140625_2014.gml.lp.gr,jdrasil-b150-n1,5
1254,sydney-buses_20131202_0139.gml.lp.gr,tcs-b100-n1,2
129,tec_20150902_2003.gml.lp.gr,jdrasil-b50-n1,1
16628,transperth-archiver_20091103_0330.gml.lp.gr,tcs-b50-n1,2
141,transperth-archiver_20130706_0329.gml.lp.gr,jdrasil-b50-n1,1
4520,transperth-archiver_20141007_0213.gml.lp.gr,jdrasil-b150-n1,2
1255,ttc_20151217_1257.gml.lp.gr,tcs-b100-n1,4
1260,washington_dc_2015-12.gml.lp.gr,tcs-b100-n1,4
16624,wmata-archiver_20151219_0103.gml.lp.gr,tcs-b50-n1,3
9245,BN_126.dgf,tcs-b125-n1,4
2893,BN_127.dgf,jdrasil-b150-n1,3
2927,BN_128.dgf,jdrasil-b150-n1,2
17791,BN_129.dgf,tcs-b150-n1,3
5135,BN_131.dgf,tcs-b100-n1,6
2912,BN_132.dgf,jdrasil-b150-n1,3
27671,BN_133.dgf,jdrasil-b125-n1,3
2933,BN_134.dgf,jdrasil-b150-n1,4
2936,BN_16-pp.dgf,jdrasil-b150-n1,2
2905,BN_17-pp.dgf,jdrasil-b150-n1,2
5168,BN_19-pp.dgf,tcs-b100-n1,1
2929,BN_69.dgf,jdrasil-b150-n1,2
2957,bcs08-pp.dgf-030.dgf,jdrasil-b150-n1,7
2948,coli_primal_graph.dimacs,jdrasil-b150-n1,3
3541,d657.tsp-pp.dgf,jdrasil-b75t1800-n1,2
2895,d657.tsp.dgf,jdrasil-b150-n1,2
3567,rat783.tsp-pp.dgf,jdrasil-b75t1800-n1,1
2906,u574.tsp-pp.dgf,jdrasil-b150-n1,1
5125,u574.tsp.dgf,tcs-b100-n1,2
5147,u724.tsp-pp.dgf,tcs-b100-n1,5
3555,u724.tsp.dgf,jdrasil-b75t1800-n1,3
2949,vibrio_primal_graph.dimacs,jdrasil-b150-n1,2
3509,vm1084.tsp-pp.dgf,jdrasil-b75t1800-n1,2
2915,yeast_primal_graph.dimacs,jdrasil-b150-n1,1
2778,1a62_graph-pp.dimacs,jdrasil-b150-n1,3
2859,1a62_graph.dimacs,jdrasil-b150-n1,3
2783,1aac_graph-pp.dimacs,jdrasil-b150-n1,7
2809,1aac_graph.dimacs,jdrasil-b150-n1,7
2816,1b0n_graph.dimacs,jdrasil-b150-n1,2
2840,1bkb_graph-pp.dimacs,jdrasil-b150-n1,3
2768,1bkb_graph.dimacs,jdrasil-b150-n1,3
2761,1bkf_graph-pp.dimacs,jdrasil-b150-n1,2
2819,1bkf_graph.dimacs,jdrasil-b150-n1,2
5043,1bkr_graph.dimacs,tcs-b100-n1,12
2867,1cuk_graph-pp.dimacs,jdrasil-b150-n1,1
2817,1cuk_graph.dimacs,jdrasil-b150-n1,1
2883,1d4t_graph.dimacs,jdrasil-b150-n1,4
2871,1erv_graph.dimacs,jdrasil-b150-n1,6
2730,1f9m_graph.dimacs,jdrasil-b150-n1,2
2849,1fpo_graph-pp.dimacs,jdrasil-b150-n1,7
2804,1fpo_graph.dimacs,jdrasil-b150-n1,7
2781,1fs1_graph.dimacs,jdrasil-b150-n1,3
2818,1g3p_graph-pp.dimacs,jdrasil-b150-n1,4
2793,1g3p_graph.dimacs,jdrasil-b150-n1,4
2780,1gef_graph-pp.dimacs,jdrasil-b150-n1,8
2858,1gef_graph.dimacs,jdrasil-b150-n1,8
2861,1i0v_graph.dimacs,jdrasil-b150-n1,6
2779,1iib_graph-pp.dimacs,jdrasil-b150-n1,4
2757,1iib_graph.dimacs,jdrasil-b150-n1,4
2796,1jhg_graph.dimacs,jdrasil-b150-n1,1
2773,1lkk_graph.dimacs,jdrasil-b150-n1,9
2775,1on2_graph-pp.dimacs,jdrasil-b150-n1,4
2787,1on2_graph.dimacs,jdrasil-b150-n1,4
10658,1rro_graph.dimacs,tcs-b75-n1,7
10605,BN_0.dgf,tcs-b75-n1,2
2782,BN_11.dgf,jdrasil-b150-n1,1
10704,BN_126-pp.dgf,tcs-b75-n1,3
2747,BN_127-pp.dgf,jdrasil-b150-n1,1
2813,BN_128-pp.dgf,jdrasil-b150-n1,2
2732,BN_129-pp.dgf,jdrasil-b150-n1,5
10609,BN_13.dgf,tcs-b75-n1,4
10660,BN_131-pp.dgf,tcs-b75-n1,5
10752,BN_132-pp.dgf,tcs-b75-n1,2
2845,BN_133-pp.dgf,jdrasil-b150-n1,1
5095,BN_134-pp.dgf,tcs-b100-n1,5
2825,BN_14.dgf,jdrasil-b150-n1,3
2806,BN_15.dgf,jdrasil-b150-n1,3
2731,BN_2.dgf,jdrasil-b150-n1,3
10667,BN_4.dgf,tcs-b75-n1,1
5009,BN_46-pp.dgf,tcs-b100-n1,4
2852,BN_5-pp.dgf,jdrasil-b150-n1,3
2827,BN_5.dgf,jdrasil-b150-n1,4
2835,BN_6-pp.dgf,jdrasil-b150-n1,1
2765,BN_6.dgf,jdrasil-b150-n1,1
2848,BN_8.dgf,jdrasil-b150-n1,2
2877,BN_9.dgf,jdrasil-b150-n1,3
2831,bier127.tsp-pp.dgf,jdrasil-b150-n1,1
2745,bier127.tsp.dgf,jdrasil-b150-n1,1
2846,buchnera_primal_graph-pp.dgf,jdrasil-b150-n1,2
4989,celar01-pp.dgf,tcs-b100-n1,1
2814,celar04-pp.dgf,jdrasil-b150-n1,1
2875,ch130.tsp.dgf,jdrasil-b150-n1,1
2881,d198.tsp-pp.dgf,jdrasil-b150-n1,1
2769,d198.tsp.dgf,jdrasil-b150-n1,2
2839,eil101.tsp.dgf,jdrasil-b150-n1,2
2752,games120-pp-002.dgf,jdrasil-b150-n1,4
2866,games120-pp.dgf-004.dgf,jdrasil-b150-n1,4
2890,graph02-pp-001.dgf,jdrasil-b150-n1,1
26784,graph02-pp.dgf,jdrasil-b75-n1,2
2753,graph02-wpp.dgf,jdrasil-b150-n1,1
2853,graph03.dgf,jdrasil-b150-n1,1
2843,graph04-pp-001.dgf,jdrasil-b150-n1,5
2784,graph04-pp.dgf,jdrasil-b150-n1,5
2822,graph04-wpp.dgf,jdrasil-b150-n1,5
2759,graph05.dgf,jdrasil-b150-n1,1
2868,graph06-pp-001.dgf,jdrasil-b150-n1,2
2889,graph06-pp.dgf,jdrasil-b150-n1,2
2833,graph06-wpp.dgf,jdrasil-b150-n1,2
2800,graph06pp.dgf,jdrasil-b150-n1,1
2763,graph07-pp-001.dgf,jdrasil-b150-n1,2
2856,graph07-pp.dgf,jdrasil-b150-n1,2
2760,graph07-wpp.dgf,jdrasil-b150-n1,3
2798,kroA200.tsp-pp.dgf,jdrasil-b150-n1,1
2872,kroB150.tsp-pp.dgf,jdrasil-b150-n1,1
2874,kroB150.tsp.dgf,jdrasil-b150-n1,2
2812,kroB200.tsp-pp.dgf,jdrasil-b150-n1,1
2791,kroC100.tsp.dgf,jdrasil-b150-n1,1
2742,miles1000a.dgf,jdrasil-b150-n1,1
2807,pigs-wpp.dgf,jdrasil-b150-n1,1
2795,pr107.tsp.dgf,jdrasil-b150-n1,1
2863,pr136.tsp.dgf,jdrasil-b150-n1,2
2746,pr144.tsp.dgf,jdrasil-b150-n1,1
2876,rat195.tsp-pp.dgf,jdrasil-b150-n1,1
2821,rat195.tsp.dgf,jdrasil-b150-n1,1
2802,rd100.tsp.dgf,jdrasil-b150-n1,1
9001,BN_30-pp.dgf,tcs-b125-n1,6
2623,BN_30.dgf,jdrasil-b150-n1,4
8981,BN_31.dgf,tcs-b125-n1,4
9015,BN_32-pp.dgf,tcs-b125-n1,7
2681,BN_32.dgf,jdrasil-b150-n1,3
9012,BN_33-pp.dgf,tcs-b125-n1,5
27399,BN_33.dgf,jdrasil-b125-n1,5
2684,BN_34-pp.dgf,jdrasil-b150-n1,2
27419,BN_34.dgf,jdrasil-b125-n1,2
9025,BN_35-pp.dgf,tcs-b125-n1,9
8992,BN_35.dgf,tcs-b125-n1,3
9013,BN_36.dgf,tcs-b125-n1,5
2669,BN_37-pp.dgf,jdrasil-b150-n1,7
2655,BN_37.dgf,jdrasil-b150-n1,9
2639,BN_38-pp.dgf,jdrasil-b150-n1,4
9024,BN_38.dgf,tcs-b125-n1,7
27423,BN_39-pp.dgf,jdrasil-b125-n1,7
2674,BN_39.dgf,jdrasil-b150-n1,1
2635,BN_40-pp.dgf,jdrasil-b150-n1,2
17501,BN_40.dgf,tcs-b150-n1,2
8991,BN_41-pp.dgf,tcs-b125-n1,3
27400,BN_41.dgf,jdrasil-b125-n1,1
4903,BN_71-pp.dgf,tcs-b100-n1,4
2665,BN_71.dgf,jdrasil-b150-n1,4
27409,BN_72-pp.dgf,jdrasil-b125-n1,4
2691,BN_73-pp.dgf,jdrasil-b150-n1,3
2656,BN_76-pp.dgf,jdrasil-b150-n1,2
2692,BN_77.dgf,jdrasil-b150-n1,1
2622,d1291.tsp-pp.dgf,jdrasil-b150-n1,5
3247,d1291.tsp.dgf,jdrasil-b75t1800-n1,4
8974,d1655.tsp-pp.dgf,tcs-b125-n1,1
2631,d1655.tsp.dgf,jdrasil-b150-n1,2
3282,fl1577.tsp.dgf,jdrasil-b75t1800-n1,3
11128,nrw1379.tsp-pp.dgf,htd-b150-n1,2
27450,nrw1379.tsp.dgf,jdrasil-b125-n1,7
8978,pcb1173.tsp-pp.dgf,tcs-b125-n1,4
27441,pcb1173.tsp.dgf,jdrasil-b125-n1,3
2630,pr1002.tsp-pp.dgf,jdrasil-b150-n1,2
4918,pr1002.tsp.dgf,tcs-b100-n1,2
3289,rl1304.tsp-pp.dgf,jdrasil-b75t1800-n1,2
2687,rl1304.tsp.dgf,jdrasil-b150-n1,1
4886,rl1323.tsp.dgf,tcs-b100-n1,1
4904,rl1889.tsp-pp.dgf,tcs-b100-n1,2
4854,rl1889.tsp.dgf,tcs-b100-n1,1
4912,u1060.tsp-pp.dgf,tcs-b100-n1,5
4881,u1432.tsp-pp.dgf,tcs-b100-n1,2
4915,u1432.tsp.dgf,tcs-b100-n1,5
8998,u1817.tsp-pp.dgf,tcs-b125-n1,5
2647,u1817.tsp.dgf,jdrasil-b150-n1,2
2686,vm1084.tsp.dgf,jdrasil-b150-n1,1
3266,vm1748.tsp-pp.dgf,jdrasil-b75t1800-n1,4
3233,vm1748.tsp.dgf,jdrasil-b75t1800-n1,1
4699,BN_46.dgf,tcs-b100-n1,4
3159,BN_53-pp.dgf,jdrasil-b75t1800-n1,8
3076,BN_54-pp.dgf,jdrasil-b75t1800-n1,7
10358,BN_55-pp.dgf,tcs-b75-n1,7
10362,BN_56-pp.dgf,tcs-b75-n1,9
2529,BN_57-pp.dgf,jdrasil-b150-n1,9
4813,BN_58-pp.dgf,tcs-b100-n1,9
3122,BN_60-pp.dgf,jdrasil-b75t1800-n1,1
4780,BN_63-pp.dgf,tcs-b100-n1,2
3140,BN_65-pp.dgf,jdrasil-b75t1800-n1,4
2506,BN_67-pp.dgf,jdrasil-b150-n1,3
2501,BN_68-pp.dgf,jdrasil-b150-n1,3
2503,BN_69-pp.dgf,jdrasil-b150-n1,3
2556,BN_77-pp.dgf,jdrasil-b150-n1,2
2536,buchnera_primal_graph.dimacs,jdrasil-b150-n1,2
2538,celar03.dgf,jdrasil-b150-n1,1
2540,coli_primal_graph-pp.dgf,jdrasil-b150-n1,3
4707,d493.tsp-pp.dgf,tcs-b100-n1,5
2492,d493.tsp.dgf,jdrasil-b150-n1,4
2515,gil262.tsp-pp.dgf,jdrasil-b150-n1,2
2478,gil262.tsp.dgf,jdrasil-b150-n1,2
2489,graph04.dgf,jdrasil-b150-n1,5
3131,graph06.dgf,jdrasil-b75t1800-n1,2
3089,graph07.dgf,jdrasil-b75t1800-n1,2
2546,graph08-pp-001.dgf,jdrasil-b150-n1,7
2600,graph08-pp.dgf,jdrasil-b150-n1,7
2618,graph08-wpp.dgf,jdrasil-b150-n1,3
8940,graph08.dgf,tcs-b125-n1,4
2545,graph09-pp.dgf,jdrasil-b150-n1,1
8867,graph10.dgf,tcs-b125-n1,9
8831,graph11-pp-001.dgf,tcs-b125-n1,4
8924,graph11-pp.dgf,tcs-b125-n1,5
8928,graph11-wpp.dgf,tcs-b125-n1,4
8897,graph11.dgf,tcs-b125-n1,4
