,instance,benchmark_name,class,width,ubound,abs_improvement,rel_improvement,solved,time,solver,solver_config,index,run,solver_version,wall,machine,stderr,error,solver_args,full_path,error_str
1783,blockmap_05_03-0009.edge,networks,atmost2000,17.0,18.0,1,0.0588,1.0,512.945,tw-limprovement,jdrasil-b125-n1,1783,1,1.0,512.0369,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/blockmap_05_03-0009.edge/run1,
1735,blockmap_05_03-0010.edge,networks,atmost2000,17.0,18.0,1,0.0588,1.0,485.974,tw-limprovement,jdrasil-b125-n1,1735,1,1.0,485.1843,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/blockmap_05_03-0010.edge/run1,
1844,blockmap_05_03-0011.edge,networks,atmost2000,17.0,18.0,1,0.0588,1.0,469.949,tw-limprovement,jdrasil-b125-n1,1844,1,1.0,469.1577,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/blockmap_05_03-0011.edge/run1,
1792,blockmap_05_03-0012.edge,networks,atmost2000,17.0,18.0,1,0.0588,1.0,500.396,tw-limprovement,jdrasil-b125-n1,1792,1,1.0,499.5562,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/blockmap_05_03-0012.edge/run1,
1756,blockmap_05_03-0013.edge,networks,atmost2000,17.0,18.0,1,0.0588,1.0,490.447,tw-limprovement,jdrasil-b125-n1,1756,1,1.0,489.6313,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/blockmap_05_03-0013.edge/run1,
1762,blockmap_05_03-0014.edge,networks,atmost2000,17.0,18.0,1,0.0588,1.0,518.641,tw-limprovement,jdrasil-b125-n1,1762,1,1.0,517.7235,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/blockmap_05_03-0014.edge/run1,
1820,blockmap_05_03-0015.edge,networks,atmost2000,17.0,18.0,1,0.0588,1.0,461.563,tw-limprovement,jdrasil-b125-n1,1820,1,1.0,460.67,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/blockmap_05_03-0015.edge/run1,
5756,fs-07.edge,networks,atmost2000,33.0,35.0,2,0.0606,1.0,43.6071,tw-limprovement,jdrasil-b150-n1,5756,1,1.0,42.8087,cobra,,0,"-w 1800 -b 150 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b150-n1/atmost2000/fs-07.edge/run1,
9602,linkage_12.edge,networks,atmost2000,29.0,31.0,2,0.069,1.0,24.168,tw-limprovement,tcs-b100-n1,9602,1,1.0,23.4485,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/linkage_12.edge/run1,
6906,linkage_13.edge,networks,atmost2000,30.0,33.0,3,0.1,1.0,35.9274,tw-limprovement,jdrasil-b50-n1,6906,1,1.0,35.2628,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b50-n1/atmost2000/linkage_13.edge/run1,
1863,linkage_15.edge,networks,atmost2000,34.0,39.0,5,0.1471,1.0,79.9711,tw-limprovement,jdrasil-b125-n1,1863,1,1.0,79.1376,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/linkage_15.edge/run1,
1853,linkage_23.edge,networks,atmost2000,20.0,21.0,1,0.05,1.0,26.2977,tw-limprovement,jdrasil-b125-n1,1853,1,1.0,25.1904,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/linkage_23.edge/run1,
1884,linkage_24.edge,networks,atmost2000,19.0,21.0,2,0.1053,1.0,38.5937,tw-limprovement,jdrasil-b125-n1,1884,1,1.0,37.8187,cobra,,0,"-w 1800 -b 125 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b125-n1/atmost2000/linkage_24.edge/run1,
9720,linkage_25.edge,networks,atmost2000,25.0,30.0,5,0.2,1.0,315.375,tw-limprovement,tcs-b100-n1,9720,1,1.0,314.5273,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/linkage_25.edge/run1,
9776,mastermind_03_08_03-0000.edge,networks,atmost2000,17.0,18.0,1,0.0588,1.0,876.504,tw-limprovement,tcs-b100-n1,9776,1,1.0,875.8529,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_03_08_03-0000.edge/run1,
9579,mastermind_03_08_03-0001.edge,networks,atmost2000,17.0,18.0,1,0.0588,1.0,891.088,tw-limprovement,tcs-b100-n1,9579,1,1.0,890.351,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_03_08_03-0001.edge/run1,
9653,mastermind_03_08_03-0002.edge,networks,atmost2000,17.0,18.0,1,0.0588,1.0,901.736,tw-limprovement,tcs-b100-n1,9653,1,1.0,901.0059,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_03_08_03-0002.edge/run1,
6952,mastermind_03_08_03-0003.edge,networks,atmost2000,17.0,18.0,1,0.0588,1.0,36.1836,tw-limprovement,jdrasil-b50-n1,6952,1,1.0,35.6038,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b50-n1/atmost2000/mastermind_03_08_03-0003.edge/run1,
9593,mastermind_03_08_03-0004.edge,networks,atmost2000,17.0,19.0,2,0.1176,1.0,1947.95,tw-limprovement,tcs-b100-n1,9593,1,1.0,1947.3336,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_03_08_03-0004.edge/run1,
9620,mastermind_03_08_03-0005.edge,networks,atmost2000,17.0,18.0,1,0.0588,1.0,1165.8,tw-limprovement,tcs-b100-n1,9620,1,1.0,1165.039,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_03_08_03-0005.edge/run1,
9636,mastermind_03_08_03-0006.edge,networks,atmost2000,17.0,19.0,2,0.1176,1.0,3682.79,tw-limprovement,tcs-b100-n1,9636,1,1.0,3681.9183,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_03_08_03-0006.edge/run1,
9768,mastermind_03_08_03-0007.edge,networks,atmost2000,17.0,18.0,1,0.0588,1.0,1160.98,tw-limprovement,tcs-b100-n1,9768,1,1.0,1160.2923,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_03_08_03-0007.edge/run1,
9655,mastermind_03_08_03-0008.edge,networks,atmost2000,17.0,18.0,1,0.0588,1.0,886.242,tw-limprovement,tcs-b100-n1,9655,1,1.0,885.577,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_03_08_03-0008.edge/run1,
9741,mastermind_03_08_03-0009.edge,networks,atmost2000,17.0,18.0,1,0.0588,1.0,717.879,tw-limprovement,tcs-b100-n1,9741,1,1.0,717.1053,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_03_08_03-0009.edge/run1,
9703,mastermind_03_08_03-0010.edge,networks,atmost2000,17.0,19.0,2,0.1176,1.0,1950.02,tw-limprovement,tcs-b100-n1,9703,1,1.0,1949.3765,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_03_08_03-0010.edge/run1,
9757,mastermind_03_08_03-0011.edge,networks,atmost2000,17.0,18.0,1,0.0588,1.0,897.11,tw-limprovement,tcs-b100-n1,9757,1,1.0,896.184,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_03_08_03-0011.edge/run1,
9674,mastermind_03_08_03-0012.edge,networks,atmost2000,17.0,18.0,1,0.0588,1.0,873.151,tw-limprovement,tcs-b100-n1,9674,1,1.0,872.5025,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_03_08_03-0012.edge/run1,
9600,mastermind_03_08_03-0013.edge,networks,atmost2000,17.0,18.0,1,0.0588,1.0,906.588,tw-limprovement,tcs-b100-n1,9600,1,1.0,905.7796,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_03_08_03-0013.edge/run1,
9559,mastermind_03_08_03-0014.edge,networks,atmost2000,17.0,18.0,1,0.0588,1.0,870.174,tw-limprovement,tcs-b100-n1,9559,1,1.0,869.5329,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_03_08_03-0014.edge/run1,
9605,mastermind_03_08_03-0015.edge,networks,atmost2000,17.0,18.0,1,0.0588,1.0,906.813,tw-limprovement,tcs-b100-n1,9605,1,1.0,906.03,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_03_08_03-0015.edge/run1,
21857,mastermind_04_08_03-0000.edge,networks,atmost2000,21.0,24.0,3,0.1429,1.0,304.048,tw-limprovement,jdrasil-b75-n1,21857,1,1.0,302.676,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_04_08_03-0000.edge/run1,
6982,mastermind_04_08_03-0001.edge,networks,atmost2000,21.0,23.0,2,0.0952,1.0,43.7357,tw-limprovement,jdrasil-b50-n1,6982,1,1.0,43.19,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b50-n1/atmost2000/mastermind_04_08_03-0001.edge/run1,
9782,mastermind_04_08_03-0002.edge,networks,atmost2000,21.0,23.0,2,0.0952,1.0,3809.53,tw-limprovement,tcs-b100-n1,9782,1,1.0,3808.777,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_04_08_03-0002.edge/run1,
21800,mastermind_04_08_03-0003.edge,networks,atmost2000,21.0,23.0,2,0.0952,1.0,455.87,tw-limprovement,jdrasil-b75-n1,21800,1,1.0,455.3089,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_04_08_03-0003.edge/run1,
9526,mastermind_04_08_03-0004.edge,networks,atmost2000,20.0,23.0,3,0.15,1.0,1403.06,tw-limprovement,tcs-b100-n1,9526,1,1.0,1402.3465,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_04_08_03-0004.edge/run1,
21876,mastermind_04_08_03-0005.edge,networks,atmost2000,21.0,24.0,3,0.1429,1.0,341.077,tw-limprovement,jdrasil-b75-n1,21876,1,1.0,339.4749,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_04_08_03-0005.edge/run1,
6887,mastermind_04_08_03-0006.edge,networks,atmost2000,22.0,23.0,1,0.0455,1.0,37.4793,tw-limprovement,jdrasil-b50-n1,6887,1,1.0,36.8172,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b50-n1/atmost2000/mastermind_04_08_03-0006.edge/run1,
7145,mastermind_04_08_03-0007.edge,networks,atmost2000,20.0,23.0,3,0.15,1.0,65.5594,tw-limprovement,jdrasil-b50-n1,7145,1,1.0,64.9897,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b50-n1/atmost2000/mastermind_04_08_03-0007.edge/run1,
21999,mastermind_04_08_03-0008.edge,networks,atmost2000,21.0,23.0,2,0.0952,1.0,315.714,tw-limprovement,jdrasil-b75-n1,21999,1,1.0,315.0797,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_04_08_03-0008.edge/run1,
7065,mastermind_04_08_03-0009.edge,networks,atmost2000,22.0,23.0,1,0.0455,1.0,35.0056,tw-limprovement,jdrasil-b50-n1,7065,1,1.0,34.4715,cobra,,0,"-w 1800 -b 50 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b50-n1/atmost2000/mastermind_04_08_03-0009.edge/run1,
21749,mastermind_04_08_03-0010.edge,networks,atmost2000,21.0,23.0,2,0.0952,1.0,424.283,tw-limprovement,jdrasil-b75-n1,21749,1,1.0,423.3583,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_04_08_03-0010.edge/run1,
21805,mastermind_04_08_03-0011.edge,networks,atmost2000,21.0,24.0,3,0.1429,1.0,349.812,tw-limprovement,jdrasil-b75-n1,21805,1,1.0,349.2934,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_04_08_03-0011.edge/run1,
21743,mastermind_04_08_03-0012.edge,networks,atmost2000,20.0,23.0,3,0.15,1.0,425.237,tw-limprovement,jdrasil-b75-n1,21743,1,1.0,424.6206,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_04_08_03-0012.edge/run1,
21966,mastermind_04_08_03-0013.edge,networks,atmost2000,21.0,24.0,3,0.1429,1.0,322.352,tw-limprovement,jdrasil-b75-n1,21966,1,1.0,321.2459,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_04_08_03-0013.edge/run1,
9631,mastermind_04_08_03-0014.edge,networks,atmost2000,20.0,23.0,3,0.15,1.0,2746.35,tw-limprovement,tcs-b100-n1,9631,1,1.0,2745.7091,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_04_08_03-0014.edge/run1,
9643,mastermind_04_08_03-0015.edge,networks,atmost2000,20.0,23.0,3,0.15,1.0,1402.77,tw-limprovement,tcs-b100-n1,9643,1,1.0,1401.9983,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_04_08_03-0015.edge/run1,
9644,mastermind_05_08_03-0000.edge,networks,atmost2000,25.0,27.0,2,0.08,1.0,3394.91,tw-limprovement,tcs-b100-n1,9644,1,1.0,3394.1829,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_05_08_03-0000.edge/run1,
21998,mastermind_05_08_03-0001.edge,networks,atmost2000,25.0,27.0,2,0.08,1.0,96.1806,tw-limprovement,jdrasil-b75-n1,21998,1,1.0,94.9827,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_05_08_03-0001.edge/run1,
21791,mastermind_05_08_03-0002.edge,networks,atmost2000,25.0,27.0,2,0.08,1.0,116.208,tw-limprovement,jdrasil-b75-n1,21791,1,1.0,115.012,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_05_08_03-0002.edge/run1,
21877,mastermind_05_08_03-0003.edge,networks,atmost2000,25.0,27.0,2,0.08,1.0,112.444,tw-limprovement,jdrasil-b75-n1,21877,1,1.0,111.4727,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_05_08_03-0003.edge/run1,
20319,mastermind_05_08_03-0004.edge,networks,atmost2000,26.0,27.0,1,0.0385,1.0,17.051,tw-limprovement,htd-b150-n1,20319,1,1.0,16.5037,cobra,,0,-w 1800 -b 150 -r 10 -s htd_main,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-htd-b150-n1/atmost2000/mastermind_05_08_03-0004.edge/run1,
21916,mastermind_05_08_03-0005.edge,networks,atmost2000,25.0,27.0,2,0.08,1.0,115.6,tw-limprovement,jdrasil-b75-n1,21916,1,1.0,115.0066,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_05_08_03-0005.edge/run1,
21822,mastermind_05_08_03-0006.edge,networks,atmost2000,25.0,27.0,2,0.08,1.0,54.3236,tw-limprovement,jdrasil-b75-n1,21822,1,1.0,53.6915,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_05_08_03-0006.edge/run1,
21984,mastermind_05_08_03-0007.edge,networks,atmost2000,25.0,27.0,2,0.08,1.0,58.2448,tw-limprovement,jdrasil-b75-n1,21984,1,1.0,57.6345,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_05_08_03-0007.edge/run1,
21817,mastermind_05_08_03-0008.edge,networks,atmost2000,26.0,27.0,1,0.0385,1.0,89.1703,tw-limprovement,jdrasil-b75-n1,21817,1,1.0,88.5096,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_05_08_03-0008.edge/run1,
21898,mastermind_05_08_03-0009.edge,networks,atmost2000,26.0,27.0,1,0.0385,1.0,76.1089,tw-limprovement,jdrasil-b75-n1,21898,1,1.0,75.0688,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_05_08_03-0009.edge/run1,
21736,mastermind_05_08_03-0010.edge,networks,atmost2000,25.0,27.0,2,0.08,1.0,104.733,tw-limprovement,jdrasil-b75-n1,21736,1,1.0,104.0819,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_05_08_03-0010.edge/run1,
21936,mastermind_05_08_03-0011.edge,networks,atmost2000,25.0,27.0,2,0.08,1.0,51.8195,tw-limprovement,jdrasil-b75-n1,21936,1,1.0,50.7127,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_05_08_03-0011.edge/run1,
21855,mastermind_05_08_03-0012.edge,networks,atmost2000,26.0,27.0,1,0.0385,1.0,85.9377,tw-limprovement,jdrasil-b75-n1,21855,1,1.0,85.3562,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_05_08_03-0012.edge/run1,
21826,mastermind_05_08_03-0013.edge,networks,atmost2000,25.0,27.0,2,0.08,1.0,113.277,tw-limprovement,jdrasil-b75-n1,21826,1,1.0,112.5944,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_05_08_03-0013.edge/run1,
20274,mastermind_05_08_03-0014.edge,networks,atmost2000,25.0,27.0,2,0.08,1.0,17.4948,tw-limprovement,htd-b150-n1,20274,1,1.0,16.9315,cobra,,0,-w 1800 -b 150 -r 10 -s htd_main,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-htd-b150-n1/atmost2000/mastermind_05_08_03-0014.edge/run1,
21980,mastermind_05_08_03-0015.edge,networks,atmost2000,25.0,27.0,2,0.08,1.0,53.2109,tw-limprovement,jdrasil-b75-n1,21980,1,1.0,52.4199,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_05_08_03-0015.edge/run1,
21871,mastermind_06_08_03-0000.edge,networks,atmost2000,27.0,31.0,4,0.1481,1.0,159.766,tw-limprovement,jdrasil-b75-n1,21871,1,1.0,158.9244,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_06_08_03-0000.edge/run1,
11786,mastermind_06_08_03-0001.edge,networks,atmost2000,28.0,30.0,2,0.0714,1.0,4203.35,tw-limprovement,jdrasil-b75t1800-n1,11786,1,1.0,4202.4578,cobra,,0,"-w 3600 -b 100 -r 10 -s jdrasil -a '"" -log -t 1800 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75t1800-n1/atmost2000/mastermind_06_08_03-0001.edge/run1,
9632,mastermind_06_08_03-0003.edge,networks,atmost2000,27.0,30.0,3,0.1111,1.0,1376.88,tw-limprovement,tcs-b100-n1,9632,1,1.0,1376.3351,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_06_08_03-0003.edge/run1,
9629,mastermind_06_08_03-0004.edge,networks,atmost2000,28.0,31.0,3,0.1071,1.0,180.69,tw-limprovement,tcs-b100-n1,9629,1,1.0,180.0295,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_06_08_03-0004.edge/run1,
9713,mastermind_06_08_03-0005.edge,networks,atmost2000,29.0,32.0,3,0.1034,1.0,885.809,tw-limprovement,tcs-b100-n1,9713,1,1.0,885.0789,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_06_08_03-0005.edge/run1,
9696,mastermind_06_08_03-0006.edge,networks,atmost2000,28.0,30.0,2,0.0714,1.0,1092.82,tw-limprovement,tcs-b100-n1,9696,1,1.0,1092.0269,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_06_08_03-0006.edge/run1,
21866,mastermind_06_08_03-0007.edge,networks,atmost2000,28.0,30.0,2,0.0714,1.0,218.838,tw-limprovement,jdrasil-b75-n1,21866,1,1.0,218.2374,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_06_08_03-0007.edge/run1,
21729,mastermind_06_08_03-0008.edge,networks,atmost2000,28.0,30.0,2,0.0714,1.0,274.544,tw-limprovement,jdrasil-b75-n1,21729,1,1.0,273.9325,cobra,,0,"-w 1800 -b 75 -r 10 -s jdrasil -a '"" -log -t 900 -e PBLib_incremental ""'",output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-jdrasil-b75-n1/atmost2000/mastermind_06_08_03-0008.edge/run1,
9787,mastermind_06_08_03-0009.edge,networks,atmost2000,31.0,32.0,1,0.0323,1.0,2075.25,tw-limprovement,tcs-b100-n1,9787,1,1.0,2074.6993,cobra,,0,-w 1800 -b 100 -r 10,output/local-improvement-new/cobra/results/networks/tw-limprovement-1.0-tcs-b100-n1/atmost2000/mastermind_06_08_03-0009.edge/run1,
